Geneid,Chr,Start,End,Strand,Length,Ground Truth,DeepSAP,DRAGEN,novoSplice,STAR,HISAT2,Subjunc,HISAT2+EASTR,STAR+EASTR
GENE.2561,chr9,849515,851296,+,1782,0,11,29,0,64,0,240,0,62
GENE.2562,chr9,852525,854057,-,1533,1770,1769,1761,1738,1781,204,631,204,1781
GENE.2563,chr9;chr9,855516;856590,856261;857286,+;+,1443,2546,2528,2500,2358,2321,177,582,177,2321
GENE.2564,chr9;chr9;chr9;chr9;chr9;chr9,857587;857819;858053;858212;858512;858787,857652;857955;858097;858304;858619;858829,-;-;-;-;-;-,492,1374,1377,1374,1496,1306,266,659,266,1306
GENE.2565,chr9;chr9;chr9;chr9;chr9,857587;857819;858212;858512;858787,857652;857955;858304;858619;858829,-;-;-;-;-,447,1366,1368,1365,1483,1296,262,654,262,1296
GENE.2566,chr9;chr9;chr9;chr9;chr9,861392;861927;862097;862534;862748,861743;862001;862269;862574;862784,+;+;+;+;+,678,2,4,2,2,25,0,38,0,25
GENE.2567,chr9;chr9;chr9;chr9;chr9;chr9,862781;863185;863456;863784;863957;866909,863072;863302;863628;863856;866626;870491,-;-;-;-;-;-,6909,5076,5038,4995,4714,4608,370,1634,370,4600
GENE.2568,chr9;chr9,871826;872223,872058;873450,+;+,1461,5356,5305,5334,5184,5062,474,1831,474,5062
GENE.2569,chr9;chr9,873971;874399,874155;874957,-;-,744,514,511,502,480,460,37,173,37,460
GENE.257,chr2,35927,37249,-,1323,2436,2391,2253,2910,2097,238,577,238,2092
GENE.2570,chr9,875602,876867,+,1266,1404,1400,1363,1292,1251,64,414,64,1251
GENE.2571,chr9;chr9,878004;882549,882387;883117,+;+,4953,0,10,22,0,131,1,96,1,131
GENE.2572,chr9;chr9;chr9,883515;883964;884219,883725;884088;885592,-;-;-,1710,2280,2267,2231,1984,1742,79,590,79,1742
GENE.2573,chr9;chr9;chr9,886065;886360;886569,886151;886438;887389,-;-;-,987,0,0,5,0,19,0,5,0,19
GENE.2574,chr9,888559,889305,+,747,424,423,422,434,408,22,141,22,408
GENE.2575,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,890057;890278;890529;890737;890923;891070;891263;892938,890176;890417;890629;890812;890975;891140;892834;893267,+;+;+;+;+;+;+;+,2463,12245,12191,12111,11618,11113,1129,3742,1129,11111
GENE.2576,chr9;chr9;chr9,895415;899832;899996,899659;899906;900304,+;+;+,4629,0,17,30,0,184,0,270,0,180
GENE.2577,chr9,903362,904570,+,1209,0,0,0,0,45,0,0,0,45
GENE.2578,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,905998;906386;906533;906630;906800;906983;907106;907276;907557;907895;908064;908299,906137;906435;906536;906676;906888;907017;907151;907432;907714;907945;908175;908357,+;+;+;+;+;+;+;+;+;+;+;+,948,1348,1348,1336,1329,1233,123,515,123,1233
GENE.2579,chr9;chr9;chr9;chr9,908724;911542;911828;912013,911401;911653;911928;912061,+;+;+;+,2940,2742,2734,2721,2580,2382,139,828,139,2382
GENE.258,chr2;chr2,38287;39235,39132;39303,-;-,915,3270,3234,3217,2876,2673,106,762,106,2671
GENE.2580,chr9,913230,914480,+,1251,54,56,56,48,94,2,16,2,94
GENE.2581,chr9;chr9;chr9,916603;916915;918576,916606;918443;918674,+;+;+,1632,1819,1801,1779,1647,1597,108,479,108,1597
GENE.2582,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,919109;919281;919482;919690;919914;920380;920537;920791;921012;921254,919184;919336;919581;919770;920210;920466;920624;920863;921136;921302,-;-;-;-;-;-;-;-;-;-,1032,178,179,176,172,185,19,57,19,185
GENE.2583,chr9;chr9;chr9,922292;935039;935271,934873;935122;935372,-;-;-,12768,25456,25439,25093,25158,22008,1584,6907,1584,21982
GENE.2584,chr9;chr9;chr9;chr9;chr9,936868;937100;937351;937953;938256,936957;937150;937833;938144;938345,-;-;-;-;-,906,569,567,565,548,589,27,135,27,589
GENE.2585,chr9,939580,940587,-,1008,0,1,6,0,35,0,4,0,34
GENE.2586,chr9,941830,942498,-,669,658,657,656,644,646,17,138,17,646
GENE.2587,chr9,944126,946468,+,2343,2630,2620,2600,2356,2193,161,658,161,2193
GENE.2588,chr9,947033,949498,+,2466,262,263,264,236,318,17,101,17,318
GENE.2589,chr9,950408,953722,+,3315,0,8,27,0,123,0,181,0,123
GENE.259,chr2;chr2,41515;42805,42573;42858,-;-,1113,3191,3261,3165,3063,3105,164,851,164,3096
GENE.2590,chr9;chr9,956605;957558,957400;957835,+;+,1074,2580,2311,2321,3352,2052,243,777,243,2009
GENE.2591,chr9,958763,959917,+,1155,2452,2428,2431,2166,1988,137,573,137,1988
GENE.2592,chr9;chr9;chr9;chr9,960181;960665;960910;961184,960507;960817;961065;961390,-;-;-;-,843,0,0,7,0,27,1,0,1,27
GENE.2593,chr9,961933,963786,-,1854,7440,7403,7345,6974,6470,329,1917,329,6470
GENE.2594,chr9,961933,963558,-,1626,7418,7379,7323,6956,6446,329,1896,329,6446
GENE.2595,chr9;chr9;chr9;chr9;chr9;chr9,966795;967032;967260;967476;967680;967944,966879;967129;967347;967582;967784;968069,-;-;-;-;-;-,609,1130,1128,1124,1136,1091,81,318,81,1091
GENE.2596,chr9;chr9,972548;976440,976228;976637,+;+,3879,6850,6783,6689,6003,5414,393,1930,393,5414
GENE.2597,chr9,977869,979965,-,2097,1626,1626,1603,1524,1412,50,417,50,1412
GENE.2598,chr9,981152,984334,+,3183,0,6,11,0,96,0,54,0,94
GENE.2599,chr9,984815,986017,-,1203,1440,1442,1440,1418,1482,133,514,133,1482
GENE.26,chrM,4996,5025,-,30,0,0,0,0,0,0,0,0,0
GENE.260,chr2;chr2,45286;46490,46344;46558,-;-,1128,0,5,42,0,55,0,19,0,51
GENE.2600,chr9;chr9,988977;989392,989190;992915,+;+,3738,8458,8764,8404,9702,8673,585,2971,585,8651
GENE.2601,chr9;chr9;chr9;chr9,993245;993379;994087;996114,993270;993831;995942;997675,-;-;-;-,3897,28425,29101,28797,34358,29307,1854,8014,1854,29259
GENE.2602,chr9;chr9,999463;1001613,1001478;1005845,+;+,6249,0,11,60,0,248,1,249,1,245
GENE.2603,chr9,1006773,1008542,+,1770,4492,4474,4464,4228,4056,187,1281,187,4056
GENE.2604,chr9;chr9;chr9;chr9;chr9,1009063;1009201;1009330;1009509;1009681,1009066;1009239;1009400;1009574;1009755,+;+;+;+;+,255,0,1,2,0,33,0,32,0,33
GENE.2605,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1010380;1010565;1010743;1010924;1011097;1011262;1011402;1011555;1011745,1010461;1010614;1010808;1010962;1011166;1011305;1011454;1011627;1011822,+;+;+;+;+;+;+;+;+,555,372,366,351,322,287,28,124,28,287
GENE.2606,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1012118;1012402;1012658;1012861;1013019;1013161;1013353;1013613;1013805,1012192;1012527;1012709;1012913;1013072;1013214;1013434;1013720;1013863,+;+;+;+;+;+;+;+;+,663,1127,1119,1123,1111,1019,102,373,102,1019
GENE.2607,chr9,1014478,1015518,-,1041,1132,1143,1137,992,1024,86,364,86,1024
GENE.2608,chr9;chr9;chr9,1017435;1018569;1018784,1018444;1018665;1018918,+;+;+,1242,198,198,204,158,186,12,121,12,186
GENE.2609,chr9,1019164,1020903,-,1740,4594,4564,4519,4172,4000,264,1253,264,3999
GENE.261,chr2;chr2,48923;50094,49861;50147,-;-,993,5890,5919,5881,5846,5737,788,2298,784,5735
GENE.2610,chr9;chr9,1021858;1022954,1022591;1023620,-;-,1401,1029,1025,1011,976,966,57,251,57,966
GENE.2611,chr9;chr9;chr9;chr9;chr9,1025493;1025762;1025949;1026112;1026301,1025570;1025869;1026015;1026192;1026353,+;+;+;+;+,387,0,0,1,0,26,0,0,0,26
GENE.2612,chr9;chr9,1027094;1027362,1027137;1027704,+;+,387,2,2,3,2,12,0,4,0,12
GENE.2613,chr9,1028661,1030010,-,1350,0,5,10,0,67,0,16,0,67
GENE.2614,chr9,1033315,1038579,+,5265,25898,26377,25884,25588,23587,1566,7200,1566,23532
GENE.2615,chr9;chr9,1040713;1040956,1040805;1041516,+;+,654,0,1,2,0,20,0,5,0,20
GENE.2616,chr9;chr9;chr9;chr9,1043542;1043795;1044005;1044241,1043649;1043898;1044072;1047794,+;+;+;+,3834,11832,11653,11540,10656,9804,563,2828,563,9786
GENE.2617,chr9,1048280,1057816,-,9537,0,43,109,0,346,0,797,0,341
GENE.2618,chr9,1063053,1063208,+,156,0,0,0,0,10,0,0,0,10
GENE.2619,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1064752;1065209;1065473;1065915;1066648;1067816;1068077;1068494;1068799;1069012;1069198;1069356;1069571;1069956;1070212,1065075;1065379;1065746;1066458;1067674;1067915;1068230;1068682;1068878;1069098;1069270;1069440;1069816;1070035;1070317,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3540,23239,23335,22825,22130,19413,978,5748,884,19307
GENE.262,chr2;chr2;chr2,51842;52240;52490,52143;52370;53124,-;-;-,1068,106,1717,1486,2116,1905,296,53,296,1901
GENE.2620,chr9;chr9,1070965;1072883,1072481;1072955,-;-,1590,5628,5597,5530,4833,4369,206,1071,206,4369
GENE.2621,chr9,1075915,1081683,-,5769,56468,56263,55426,51558,46777,2672,13152,2672,46762
GENE.2622,chr9;chr9;chr9,1084696;1085500;1088937,1085383;1088791;1089093,+;+;+,4137,2095,2109,2126,2027,2031,177,786,177,2029
GENE.2623,chr9,1089911,1092430,+,2520,1222,1208,1201,1076,1094,66,312,66,1094
GENE.2624,chr9,1092844,1096521,-,3678,0,10,9,0,163,0,126,0,163
GENE.2625,chr9;chr9;chr9,1097324;1097626;1098058,1097512;1097931;1098240,-;-;-,678,0,0,2,0,34,0,8,0,34
GENE.2626,chr9;chr9,1099075;1099323,1099117;1099750,+;+,471,203,204,204,201,207,12,84,12,207
GENE.2627,chr9,1100253,1100831,-,579,290,287,278,218,202,6,34,6,202
GENE.2628,chr9;chr9;chr9;chr9;chr9,1107143;1107315;1107519;1107833;1108365,1107144;1107429;1107648;1108177;1112656,+;+;+;+;+,4884,0,22,32,0,187,0,439,0,184
GENE.2629,chr9,1113958,1116003,+,2046,4152,4036,4001,3614,3110,242,1217,242,3110
GENE.263,chr2;chr2;chr2;chr2,54254;54430;54936;55187,54427;54933;55082;55255,-;-;-;-,894,3404,3394,3332,3176,2912,328,1005,328,2911
GENE.2630,chr9;chr9;chr9;chr9;chr9,1116416;1118434;1118873;1119144;1119539,1118185;1118763;1119004;1119239;1119775,-;-;-;-;-,2565,8869,8777,8729,8081,7531,581,2623,581,7531
GENE.2631,chr9;chr9;chr9;chr9;chr9,1120100;1120372;1120738;1121073;1121308,1120170;1120449;1120861;1121114;1121331,-;-;-;-;-,339,76,76,78,85,81,12,34,12,81
GENE.2632,chr9;chr9,1123861;1124114,1123903;1125858,+;+,1788,261,264,260,255,308,14,82,14,308
GENE.2633,chr9,1126990,1127928,-,939,3138,3136,3135,3150,3251,269,989,269,3251
GENE.2634,chr9;chr9,1128871;1129494,1129245;1129940,+;+,822,833,827,816,580,500,16,118,16,500
GENE.2635,chr9,1131074,1132135,-,1062,4428,4422,4425,4356,4184,504,1680,504,4184
GENE.2636,chr9;chr9;chr9;chr9,1135545;1135908;1136115;1136336,1135622;1136011;1136188;1136391,+;+;+;+,312,9,13,10,12,16,0,7,0,16
GENE.2637,chr9;chr9;chr9;chr9,1135545;1135908;1136115;1136336,1135562;1136011;1136188;1136391,+;+;+;+,252,8,12,9,11,14,0,6,0,14
GENE.2638,chr9,1136966,1138183,-,1218,0,1,5,0,37,0,23,0,37
GENE.2639,chr9;chr9;chr9,1139940;1140586;1142274,1140397;1142068;1142387,-;-;-,2055,214,233,221,202,266,15,74,15,266
GENE.264,chr2;chr2,57344;58368,58228;58421,-;-,939,729,775,801,660,617,42,174,38,616
GENE.2640,chr9;chr9;chr9;chr9;chr9;chr9,1143184;1143430;1143638;1143841;1144088;1144358,1143239;1143480;1143748;1143915;1144266;1144479,+;+;+;+;+;+,594,486,485,473,443,390,28,135,28,390
GENE.2641,chr9,1145364,1146038,+,675,476,478,472,448,429,32,137,32,429
GENE.2642,chr9;chr9;chr9;chr9,1146239;1146531;1146750;1147114,1146391;1146648;1146859;1147197,-;-;-;-,465,143,145,147,148,151,8,79,8,151
GENE.2643,chr9,1148161,1148502,-,342,0,2,0,0,11,0,6,0,11
GENE.2644,chr9,1150648,1155153,-,4506,24304,24188,23964,23454,22116,2104,7862,2104,22106
GENE.2645,chr9,1156247,1158709,+,2463,21994,21823,21415,20662,18223,1497,6641,1497,18202
GENE.2646,chr9,1159876,1160475,+,600,0,2,4,0,26,0,0,0,26
GENE.2647,chr9;chr9,1161080;1161489,1161222;1162539,+;+,1194,5143,5136,5125,5047,4919,352,1687,352,4919
GENE.2648,chr9;chr9;chr9;chr9;chr9;chr9,1163570;1163795;1164656;1164891;1165127;1165331,1163599;1164457;1164756;1164936;1165167;1165475,+;+;+;+;+;+,1026,3957,3948,3954,3920,3586,439,1297,439,3586
GENE.2649,chr9;chr9;chr9;chr9;chr9;chr9,1167842;1168183;1168461;1168766;1169197;1169452,1167962;1168309;1168554;1169042;1169321;1169577,+;+;+;+;+;+,870,572,570,572,591,559,49,204,49,559
GENE.265,chr2,60107,60319,-,213,0,0,0,0,6,0,0,0,6
GENE.2650,chr9,1171339,1173483,+,2145,1684,1674,1681,1618,1521,84,474,84,1521
GENE.2651,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1175203;1176497;1177040;1177213;1177452;1178074;1178664;1179434;1179678;1180692,1176391;1176913;1177102;1177281;1177958;1178394;1179251;1179544;1180478;1180762,+;+;+;+;+;+;+;+;+;+,4137,8050,8018,7996,7642,7382,558,2358,558,7381
GENE.2652,chr9;chr9;chr9,1180983;1181305;1181517,1181048;1181388;1181996,-;-;-,630,0,0,2,0,15,0,2,0,15
GENE.2653,chr9;chr9,1182687;1183482,1183291;1183695,-;-,819,0,1,6,0,26,0,0,0,26
GENE.2654,chr9,1185107,1186159,-,1053,808,811,808,742,716,42,214,42,716
GENE.2655,chr9,1186606,1186902,-,297,0,0,1,0,8,0,2,0,8
GENE.2656,chr9;chr9;chr9;chr9;chr9;chr9,1187663;1188035;1188243;1188414;1188590;1188785,1187855;1188109;1188294;1188491;1188701;1188850,+;+;+;+;+;+,576,100,99,104,94,89,3,31,3,89
GENE.2657,chr9,1189646,1191322,+,1677,2228,2199,2174,1858,1713,51,598,51,1713
GENE.2658,chr9,1191787,1195239,-,3453,9712,9729,9464,10090,8159,525,2567,525,8134
GENE.2659,chr9;chr9;chr9;chr9;chr9,1195693;1196110;1196841;1197321;1198174,1195924;1196626;1197016;1198026;1198462,-;-;-;-;-,1920,1580,1579,1571,1482,1418,107,469,107,1418
GENE.266,chr2;chr2,63157;63360,63210;64376,+;+,1071,4546,4489,4378,3786,3308,85,653,85,3308
GENE.2660,chr9,1201812,1206974,+,5163,10512,10512,10452,9784,9832,715,3141,715,9828
GENE.2661,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1207974;1210033;1210202;1210408;1210617;1210892;1211255;1211602,1209895;1210106;1210314;1210483;1210725;1211084;1211413;1211703,+;+;+;+;+;+;+;+,2748,10538,10495,10329,10387,9019,746,3171,746,8993
GENE.2662,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1207974;1210033;1210202;1210408;1210617;1210892;1211255;1211606,1209895;1210106;1210314;1210483;1210725;1211084;1211417;1211703,+;+;+;+;+;+;+;+,2748,10538,10495,10329,10387,9019,746,3171,746,8993
GENE.2663,chr9;chr9,1212169;1212458,1212208;1216500,-;-,4083,30972,30800,30686,29210,26742,2098,9380,2098,26740
GENE.2664,chr9;chr9;chr9;chr9,1218393;1218989;1219264;1220876,1218701;1219050;1220597;1221000,-;-;-;-,1830,2762,2747,2751,2757,2630,336,1127,336,2630
GENE.2665,chr9;chr9;chr9,1221987;1223173;1223496,1223048;1223391;1223606,+;+;+,1392,4218,4196,4158,4082,3949,392,1546,392,3947
GENE.2666,chr9;chr9;chr9,1225556;1225824;1239486,1225694;1239301;1239575,+;+;+,13707,29786,29788,29310,27218,24590,1719,8309,1719,24566
GENE.2667,chr9;chr9,1247268;1247511,1247416;1247940,-;-,579,354,352,359,346,385,18,97,18,385
GENE.2668,chr9,1248866,1251601,-,2736,9950,9882,9784,9120,8566,676,2690,676,8561
GENE.2669,chr9,1254815,1257292,+,2478,0,46,68,0,66,0,81,0,61
GENE.267,chr2;chr2,66529;66697,66597;67545,+;+,918,1604,1603,1598,1554,1484,175,518,175,1484
GENE.2670,chr9,1258549,1259238,+,690,60,63,63,66,67,5,18,5,67
GENE.2671,chr9,1261027,1261944,+,918,2830,2829,2834,2952,2807,192,985,192,2807
GENE.2672,chr9;chr9;chr9;chr9,1263347;1263509;1263802;1264739,1263364;1263587;1264545;1264830,+;+;+;+,933,1113,1121,1114,1139,1135,117,511,117,1135
GENE.2673,chr9;chr9;chr9,1264999;1265435;1265793,1265304;1265565;1266015,-;-;-,660,1017,1018,1010,1106,904,148,452,148,904
GENE.2674,chr9;chr9,1268277;1268759,1268375;1269415,+;+,756,2295,2275,2259,2106,1759,88,514,88,1759
GENE.2675,chr9;chr9;chr9,1270155;1270711;1272327,1270521;1272161;1272656,+;+;+,2148,11297,11527,11000,11139,9919,993,3564,993,9903
GENE.2676,chr9,1273082,1273930,-,849,3192,3185,3167,3164,2779,276,951,276,2779
GENE.2677,chr9;chr9;chr9;chr9,1275268;1275545;1275757;1276154,1275324;1275638;1276066;1276484,-;-;-;-,792,112,112,119,105,135,13,45,13,135
GENE.2678,chr9;chr9;chr9;chr9;chr9,1278007;1278260;1278399;1278597;1278757,1278056;1278299;1278438;1278635;1278896,+;+;+;+;+,309,41,40,37,39,50,3,18,3,50
GENE.2679,chr9;chr9;chr9;chr9;chr9,1279219;1279428;1279596;1283143;1283816,1279265;1279484;1282856;1283538;1283879,-;-;-;-;-,3825,9618,9532,9461,9072,8040,524,2386,524,8037
GENE.268,chr2;chr2,69088;69370,69156;69771,+;+,471,0,1,1,0,9,0,0,0,9
GENE.2680,chr9;chr9;chr9;chr9,1287008;1287431;1287680;1288314,1287091;1287544;1287938;1288372,+;+;+;+,516,0,0,3,0,21,0,0,0,21
GENE.2681,chr9,1289315,1291027,-,1713,5610,5590,5550,4938,4526,282,1447,282,4526
GENE.2682,chr9;chr9,1292117;1293248,1292935;1293643,-;-,1215,642,643,647,617,640,55,231,55,640
GENE.2683,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1293832;1294006;1294183;1294683;1294990;1295320;1296159;1296478,1293867;1294055;1294420;1294776;1295189;1295990;1296364;1296644,-;-;-;-;-;-;-;-,1662,4409,4388,4309,4028,3500,234,1619,234,3500
GENE.2684,chr9;chr9,1297285;1297611,1297399;1298239,-;-,744,774,764,771,725,654,27,163,27,654
GENE.2685,chr9,1298865,1302575,-,3711,5352,5972,5091,5060,4672,331,1404,305,4364
GENE.2686,chr9;chr9;chr9,1303390;1303673;1304180,1303506;1303974;1307789,-;-;-,4029,2355,2355,2344,2209,2139,155,762,155,2139
GENE.2687,chr9,1309467,1309943,-,477,154,153,152,148,137,0,44,0,137
GENE.2688,chr9,1311440,1313725,+,2286,724,724,727,712,762,68,272,68,760
GENE.2689,chr9;chr9;chr9;chr9,1314552;1315799;1316006;1316352,1315605;1315882;1316099;1317597,+;+;+;+,2478,3321,3276,3210,2914,2641,190,923,190,2641
GENE.269,chr2;chr2,73441;74286,74094;74396,-;-,765,204,204,205,206,199,9,83,9,199
GENE.2690,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1317827;1318028;1318258;1318503;1318719;1318936;1319129;1319392,1317835;1318093;1318356;1318618;1318755;1319012;1319250;1319468,-;-;-;-;-;-;-;-,603,138,136,138,150,131,8,69,8,131
GENE.2691,chr9,1320345,1323293,+,2949,5532,5512,5484,5524,5081,451,1692,451,5081
GENE.2692,chr9,1323893,1324699,+,807,1482,1480,1476,1600,1389,89,531,89,1389
GENE.2693,chr9,1325248,1329786,-,4539,948,953,948,864,977,62,356,62,968
GENE.2694,chr9,1331349,1332803,-,1455,1056,1050,1031,852,857,32,236,32,857
GENE.2695,chr9;chr9,1334115;1334426,1334300;1334794,-;-,555,1006,995,973,787,638,25,245,25,638
GENE.2696,chr9,1335740,1337947,+,2208,1818,1800,1783,1728,1491,115,485,115,1490
GENE.2697,chr9;chr9;chr9;chr9,1338175;1338916;1339078;1339263,1338765;1338962;1339159;1339295,-;-;-;-,753,0,7,23,0,20,0,1,0,20
GENE.2698,chr9,1340065,1341993,-,1929,3712,3700,3650,3192,2917,196,900,196,2917
GENE.2699,chr9,1343385,1346555,+,3171,882,875,879,764,740,43,285,43,740
GENE.27,chrM,5026,5201,-,176,0,0,0,0,0,0,0,0,0
GENE.270,chr2;chr2,77251;78605,78504;78808,-;-,1458,8678,8658,8635,8502,7940,496,1977,496,7940
GENE.2700,chr9,1346858,1347295,-,438,1088,1053,1014,502,377,8,79,8,377
GENE.2701,chr9,1348022,1348459,+,438,252,251,251,200,179,9,68,9,179
GENE.2702,chr9,1349790,1350392,+,603,184,184,179,182,160,10,39,10,160
GENE.2703,chr9;chr9,1350836;1351921,1351534;1351929,-;-,708,0,0,3,0,18,0,0,0,18
GENE.2704,chr9;chr9;chr9,1354581;1354848;1355222,1354664;1355056;1355495,+;+;+,567,300,295,287,268,274,10,45,10,274
GENE.2705,chr9;chr9;chr9,1357411;1357618;1357814,1357506;1357668;1359262,+;+;+,1596,0,10,2,0,46,0,19,0,46
GENE.2706,chr9;chr9;chr9;chr9;chr9,1361935;1362246;1362644;1362966;1363450,1362061;1362403;1362828;1363125;1363848,+;+;+;+;+,1029,0,0,1,0,27,0,1,0,27
GENE.2707,chr9;chr9,1364256;1364916,1364791;1365999,-;-,1620,2500,2496,2496,2458,2390,205,819,205,2390
GENE.2708,chr9,1366569,1367150,-,582,0,1,0,0,20,0,1,0,20
GENE.2709,chr9,1367396,1367614,-,219,0,0,0,0,2,0,0,0,2
GENE.271,chr2;chr2,81291;84073,83900;84165,-;-,2703,0,11,35,0,53,1,3,1,53
GENE.2710,chr9,1368594,1372037,-,3444,2872,2850,2818,2676,2491,166,837,166,2486
GENE.2711,chr9;chr9;chr9;chr9,1373018;1373179;1373392;1373607,1373078;1373248;1373510;1373722,+;+;+;+,366,0,0,0,0,3,0,2,0,3
GENE.2712,chr9,1377953,1379752,+,1800,0,0,0,0,44,0,0,0,44
GENE.2713,chr9;chr9;chr9,1400800;1401194;1402001,1401000;1401879;1402052,+;+;+,939,1439,1429,1416,1370,1343,130,459,130,1340
GENE.2714,chr9;chr9,1405192;1406156,1405863;1407022,+;+,1539,1134,1132,1122,1117,1141,106,385,106,1141
GENE.2715,chr9;chr9,1409199;1409481,1409294;1410008,+;+,624,1217,1215,1207,1219,1114,36,291,36,1114
GENE.2716,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1413840;1414965;1415676;1415874;1416093;1416373;1416922;1417492;1418471,1414614;1415567;1415729;1415936;1416224;1416558;1417080;1418258;1419754,+;+;+;+;+;+;+;+;+,4023,0,2,4,0,121,0,6,0,121
GENE.2717,chr9;chr9,1420483;1422619,1422435;1422807,-;-,2142,6419,7266,7068,10537,7291,267,1024,267,7283
GENE.2718,chr9;chr9,1427642;1427831,1427734;1428022,-;-,285,0,0,0,0,10,0,0,0,10
GENE.2719,chr9,1430607,1431146,-,540,0,0,0,0,14,0,14,0,14
GENE.272,chr2;chr2;chr2;chr2,86832;87675;88385;88681,87400;88110;88534;88791,-;-;-;-,1266,3584,3574,3550,3288,3031,192,947,192,3031
GENE.2720,chr9;chr9,1433332;1434035,1433836;1434108,-;-,579,284,276,271,234,208,11,61,11,208
GENE.2721,chr9;chr9,1436687;1437905,1437590;1437981,-;-,981,952,941,933,852,807,49,280,49,807
GENE.2722,chr9;chr9,1440783;1441090,1440856;1441660,+;+,645,244,244,244,230,211,10,62,10,211
GENE.2723,chr9;chr9,1443854;1444758,1444543;1444847,-;-,780,5033,5004,4980,5037,4087,112,734,112,4085
GENE.2724,chr9;chr9,1446929;1447243,1447117;1447947,+;+,894,0,0,0,0,27,0,1,0,27
GENE.2725,chr9,1454422,1455720,+,1299,64,63,63,56,75,2,12,2,75
GENE.2726,chr9;chr9,1458392;1458816,1458496;1459862,+;+,1152,769,768,767,663,642,34,216,34,642
GENE.2727,chr9;chr9,1462400;1462757,1462588;1463659,+;+,1092,1342,1341,1320,1262,1222,49,289,49,1222
GENE.2728,chr9;chr9,1465904;1466051,1465972;1467055,+;+,1074,4414,4380,4363,4358,3786,211,1386,211,3786
GENE.2729,chr9;chr9,1468546;1469349,1469253;1469417,-;-,777,584,584,583,614,566,72,231,72,564
GENE.273,chr2;chr2,91318;98728,98532;98838,-;-,7326,0,5,4,0,80,0,12,0,80
GENE.2730,chr9,1471851,1472924,+,1074,664,662,647,590,585,41,178,41,585
GENE.2731,chr9;chr9,1474431;1474646,1474487;1475704,+;+,1116,895,901,881,845,775,73,294,73,775
GENE.2732,chr9;chr9,1477526;1477729,1477597;1478736,+;+,1080,0,8,2,0,25,0,15,0,25
GENE.2733,chr9;chr9,1480947;1482158,1482002;1482211,-;-,1110,0,2,6,3,46,0,30,0,46
GENE.2734,chr9;chr9,1486070;1488952,1488781;1490187,+;+,3948,3094,5243,4182,6112,4697,378,509,378,4697
GENE.2735,chr9;chr9,1492373;1492659,1492426;1493708,+;+,1104,2594,2594,2570,2328,2168,78,428,78,2168
GENE.2736,chr9;chr9,1495579;1497949,1496985;1503336,-;-,6795,6965,7000,6891,6484,6075,448,1810,448,6075
GENE.2737,chr10;chr10,28490;34842,33892;36164,+;+,6726,0,111,94,170,180,24,169,24,178
GENE.2738,chr10;chr10,38050;39342,39111;39395,-;-,1116,0,11,6,0,16,1,44,1,16
GENE.2739,chr10;chr10,41773;42892,42738;42963,-;-,1038,0,7,0,0,13,0,35,0,13
GENE.274,chr2;chr2,103385;105686,105238;105796,-;-,1965,0,0,4,0,42,0,12,0,42
GENE.2740,chr10;chr10,44816;46080,45877;46133,-;-,1116,0,0,1,0,14,0,10,0,14
GENE.2741,chr10;chr10,48052;49331,49107;49384,-;-,1110,0,2,4,0,9,10,55,10,9
GENE.2742,chr10;chr10,51349;52531,52365;52599,-;-,1086,0,4,1,0,18,0,64,0,18
GENE.2743,chr10;chr10;chr10;chr10,54542;54795;55126;55367,54793;55124;55278;55498,-;-;-;-,867,0,0,0,0,21,0,5,0,19
GENE.2744,chr10;chr10,57968;58150,58015;58980,+;+,879,1135,1135,1117,1083,1064,53,338,53,1064
GENE.2745,chr10;chr10;chr10;chr10,60024;60152;60222;61265,60149;60220;61263;61365,+;+;+;+,1338,752,752,753,734,700,63,278,63,700
GENE.2746,chr10;chr10,63152;63409,63223;64032,+;+,696,258,257,255,226,209,9,67,9,209
GENE.2747,chr10;chr10,67807;68728,68514;68961,-;-,942,2654,2627,2527,2372,1412,33,360,33,1409
GENE.2748,chr10;chr10,67807;68658,68514;68753,-;-,804,2460,2423,2328,2209,1284,35,346,35,1281
GENE.2749,chr10,70547,70819,-,273,0,0,0,0,10,0,0,0,10
GENE.275,chr2;chr2,109564;110392,110283;110580,-;-,909,0,0,0,0,16,0,0,0,16
GENE.2750,chr10;chr10,72934;73717,73569;73917,-;-,837,598,597,597,462,409,24,178,24,409
GENE.2751,chr10;chr10,74661;77486,77339;77572,-;-,2766,0,1,1,0,71,0,11,0,71
