Geneid,Chr,Start,End,Strand,Length,Ground Truth,DeepSAP,DRAGEN,novoSplice,STAR,HISAT2,Subjunc,HISAT2+EASTR,STAR+EASTR
GENE.2434,chr9;chr9;chr9,373762;374171;374354,373884;374245;375586,-;-;-,1431,4897,4897,4897,4922,4901,4609,4680,4609,4901
GENE.2435,chr9;chr9;chr9;chr9;chr9,378035;378530;382534;382771;382943,378395;382416;382675;382844;382996,+;+;+;+;+,4518,0,0,0,0,30,0,5,0,30
GENE.2436,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,383650;383940;384152;384430;384625;384961;385352;385707,383751;384011;384277;384492;384790;385174;385516;385716,-;-;-;-;-;-;-;-,918,1379,1384,1379,1474,1403,1128,1293,1128,1403
GENE.2437,chr9;chr9;chr9;chr9;chr9;chr9;chr9,383650;383940;384430;384625;384961;385352;385707,383751;384011;384492;384790;385174;385516;385716,-;-;-;-;-;-;-,792,1372,1378,1372,1465,1396,1121,1286,1121,1396
GENE.2438,chr9,388149,388736,+,588,56,56,57,56,61,49,54,49,61
GENE.2439,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,389605;391224;392009;394370;394679;394930;395185;395422;395688;395838;396054;396234;396451;396660;396912;397128;397493;397745,391029;391875;394233;394564;394776;395084;395279;395522;395728;395950;396145;396365;396493;396770;396988;397350;397597;397843,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5982,1067,1067,1068,1081,1176,925,1007,925,1176
GENE.244,chr1;chr1,563703;564771,564602;564842,-;-,972,1729,1729,1732,1729,1860,1424,1644,1424,1860
GENE.2440,chr9,399202,400725,-,1524,296,296,296,296,301,279,289,279,301
GENE.2441,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,401495;401905;402143;402353;402489;402689;403001;403338,401753;402005;402230;402411;402576;402883;403092;403394,-;-;-;-;-;-;-;-,939,0,0,0,0,2,0,0,0,2
GENE.2442,chr9;chr9,404312;406194,405992;406285,+;+,1773,1334,1334,1334,1354,1353,1248,1301,1248,1353
GENE.2443,chr9;chr9,406522;409506,409349;409665,-;-,2988,0,0,1,0,14,1,0,1,14
GENE.2444,chr9;chr9;chr9;chr9;chr9,410326;410572;410871;411059;411299,410470;410729;410967;411154;413841,-;-;-;-;-,3039,982,982,1015,1128,1000,876,942,876,1000
GENE.2445,chr9,415205,417433,+,2229,0,1,2,0,4,0,45,0,4
GENE.2446,chr9;chr9,418208;419716,419437;419895,-;-,1410,454,455,454,454,469,402,447,402,469
GENE.2447,chr9;chr9;chr9;chr9;chr9;chr9;chr9,420485;420658;420801;421100;421266;421483;421617,420544;420699;420863;421161;421330;421520;421682,-;-;-;-;-;-;-,396,18,18,18,19,18,16,14,16,18
GENE.2448,chr9,424171,428106,+,3936,48262,48260,48264,48394,48824,42579,44977,42579,48824
GENE.2449,chr9,430578,432047,+,1470,372,454,460,610,616,394,277,207,612
GENE.245,chr1;chr1,569485;570204,570048;570272,-;-,633,722,722,723,724,724,709,711,709,724
GENE.2450,chr9;chr9;chr9,433238;434991;435265,434793;435140;435373,-;-;-,1815,4996,4996,4996,5038,5104,4540,4819,4540,5104
GENE.2451,chr9,440914,444024,+,3111,0,0,12,0,17,1,193,1,13
GENE.2452,chr9;chr9;chr9,445788;445970;446156,445883;446050;446329,+;+;+,351,10,10,11,12,10,10,10,10,10
GENE.2453,chr9,447928,452049,+,4122,11530,11531,11532,11634,11674,10825,11236,10825,11671
GENE.2454,chr9,452399,455743,-,3345,420,420,421,424,440,364,392,364,440
GENE.2455,chr9;chr9;chr9;chr9;chr9;chr9,456959;457141;457295;457536;457801;461266,457018;457204;457418;457614;461017;461318,-;-;-;-;-;-,3597,3052,3052,3053,3071,3152,2648,2847,2648,3152
GENE.2456,chr9,464559,473768,+,9210,38852,38858,38942,39694,39597,33053,36573,33050,39571
GENE.2457,chr9,475671,476969,+,1299,1280,1280,1280,1310,1329,1104,1221,1104,1329
GENE.2458,chr9,477777,481358,-,3582,3380,3380,3381,3412,3481,2825,3213,2825,3481
GENE.2459,chr9,482461,487554,-,5094,0,0,13,0,10,0,3,0,10
GENE.246,chr1;chr1;chr1,572135;572448;572785,572445;572703;572853,-;-;-,636,1842,1842,1842,1892,1866,1268,1718,1268,1866
GENE.2460,chr9;chr9;chr9;chr9;chr9;chr9;chr9,489467;489690;489894;490087;490377;490589;490798,489543;489759;490006;490216;490433;490673;490865,+;+;+;+;+;+;+,600,521,521,522,543,525,431,426,431,525
GENE.2461,chr9,491275,492906,+,1632,0,0,0,0,5,1,0,1,5
GENE.2462,chr9,494163,495506,+,1344,0,0,0,0,2,0,0,0,2
GENE.2463,chr9;chr9,495946;496154,495991;497727,-;-,1620,3842,3842,3842,3864,3983,3378,3639,3378,3983
GENE.2464,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,500183;500400;500651;500874;501119;501259;501465;501656;501861;502034;502207;502484;502682,500209;500493;500774;500950;501168;501328;501513;501752;501889;502073;502316;502543;502733,+;+;+;+;+;+;+;+;+;+;+;+;+,879,694,693,694,731,805,567,647,567,805
GENE.2465,chr9;chr9,504412;507550,507328;508130,+;+,3498,0,0,3,0,14,0,3,0,13
GENE.2466,chr9,509934,510527,+,594,842,842,842,846,850,823,826,823,850
GENE.2467,chr9;chr9,511497;521042,520920;521529,+;+,9912,5321,5321,5349,5555,5640,4586,5236,4586,5639
GENE.2468,chr9;chr9,522221;525955,525813;526018,-;-,3657,5851,5851,5854,5945,6017,5240,5575,5240,6017
GENE.2469,chr9;chr9;chr9;chr9;chr9,526940;527109;527328;527481;527774,527005;527204;527367;527628;527978,-;-;-;-;-,555,1132,1132,1132,1160,1136,1085,1097,1085,1136
GENE.247,chr1;chr1;chr1,577704;578657;579071,578496;578922;583789,+;+;+,5778,17308,20737,20182,22781,21125,18629,10506,18629,21125
GENE.2470,chr9;chr9;chr9,527147;527481;527774,527204;527628;527978,-;-;-,411,1130,1130,1130,1158,1134,1083,1095,1083,1134
GENE.2471,chr9,529912,531444,+,1533,6480,6480,6481,6504,6596,5332,6165,5332,6596
GENE.2472,chr9,532341,535598,+,3258,0,0,1,0,5,0,0,0,5
GENE.2473,chr9,535851,536681,-,831,2418,2417,2418,2466,2450,1907,2187,1907,2450
GENE.2474,chr9;chr9,538221;539806,539395;539872,-;-,1242,3299,3300,3299,3349,3313,3016,3135,3016,3313
GENE.2475,chr9,541033,545739,-,4707,34536,34535,34539,34852,35187,29540,32258,29540,35187
GENE.2476,chr9,546800,548101,-,1302,2762,2762,2763,2776,2843,2293,2423,2293,2843
GENE.2477,chr9,549085,550446,-,1362,904,904,905,908,911,728,809,728,911
GENE.2478,chr9;chr9,551426;552442,552040;553167,-;-,1341,4212,4212,4212,4243,4289,3943,4092,3943,4289
GENE.2479,chr9;chr9;chr9;chr9;chr9;chr9;chr9,556090;556613;557244;557413;557584;557752;557911,556170;557111;557303;557455;557656;557814;557958,+;+;+;+;+;+;+,867,0,0,0,0,2,2,0,2,2
GENE.248,chr1;chr1,587391;587606,587483;588394,+;+,882,0,845,875,1980,901,838,193,838,901
GENE.2480,chr9;chr9,559144;560903,560787;561979,+;+,2721,2484,2484,2484,2526,2529,2224,2403,2224,2529
GENE.2481,chr9,562677,562934,+,258,0,0,0,0,2,0,0,0,2
GENE.2482,chr9,563329,565179,-,1851,4988,4988,4990,5014,5145,4413,4790,4413,5145
GENE.2483,chr9;chr9,567283;568144,567802;568640,+;+,1017,1612,1612,1612,1630,1623,1442,1477,1442,1623
GENE.2484,chr9;chr9;chr9;chr9;chr9,569124;569541;569871;570086;570308,569308;569618;569921;570148;570374,-;-;-;-;-,444,232,230,232,245,244,187,211,187,244
GENE.2485,chr9,571031,573349,-,2319,6854,6854,6855,6894,6966,5817,6422,5817,6966
GENE.2486,chr9,575679,576509,+,831,0,0,0,0,6,0,0,0,6
GENE.2487,chr9;chr9,576960;578432,578305;579026,-;-,1941,9390,9387,9390,9448,9525,8789,9037,8789,9525
GENE.2488,chr9;chr9,580760;581262,581059;581468,-;-,507,137,140,137,137,171,110,120,110,171
GENE.2489,chr9;chr9;chr9,582340;583024;583320,582900;583112;583968,-;-;-,1299,0,0,1,0,7,1,0,1,7
GENE.249,chr1;chr1,591849;592135,591902;593187,+;+,1107,565,622,588,675,661,495,551,495,659
GENE.2490,chr9,584726,588421,+,3696,4254,4254,4255,4272,4341,3848,4154,3848,4341
GENE.2491,chr9,589263,591242,+,1980,852,852,904,1090,1051,950,803,950,1051
GENE.2492,chr9;chr9,593107;593468,593278;593556,+;+,261,0,0,0,0,4,0,0,0,4
GENE.2493,chr9;chr9,594272;595825,595693;597234,-;-,2832,1268,1268,1268,1278,1304,1131,1194,1131,1304
GENE.2494,chr9,597694,600561,+,2868,7906,7906,7906,7942,8087,6839,7516,6823,8087
GENE.2495,chr9,601076,604576,-,3501,12114,12115,12119,12202,12349,10832,11356,10832,12347
GENE.2496,chr9;chr9;chr9;chr9,608361;608878;609568;609740,608648;609452;609625;610075,-;-;-;-,1257,5154,5152,5154,5263,5277,4433,4629,4433,5277
GENE.2497,chr9;chr9,612976;613213,613041;615492,-;-,2346,0,0,1,0,5,0,0,0,5
GENE.2498,chr9;chr9;chr9;chr9;chr9;chr9,617963;618131;618410;618792;619348;619616,618014;618243;618523;618881;619508;619835,+;+;+;+;+;+,750,0,0,0,0,0,0,0,0,0
GENE.2499,chr9;chr9,620788;623870,623694;626149,-;-,5187,0,0,2,0,21,0,1,0,21
GENE.25,chrM,4964,4988,+,25,0,0,0,0,0,0,0,0,0
GENE.250,chr1;chr1,595102;595317,595155;596273,+;+,1011,111,112,112,111,118,111,109,111,118
GENE.2500,chr9;chr9,627754;628097,627866;628319,+;+,336,5,5,5,5,5,5,5,5,5
GENE.2501,chr9,630657,632207,+,1551,1410,1410,1410,1418,1421,1267,1473,1267,1421
GENE.2502,chr9,633574,634200,-,627,496,496,496,498,496,414,431,414,496
GENE.2503,chr9,636621,638750,+,2130,1160,1160,1161,1164,1200,958,1086,958,1200
GENE.2504,chr9,639658,641259,-,1602,0,0,0,0,4,0,0,0,4
GENE.2505,chr9;chr9;chr9;chr9,643232;643476;643669;643897,643360;643558;643789;644043,-;-;-;-,480,256,256,256,270,256,251,244,251,256
GENE.2506,chr9,645632,646600,+,969,4794,4793,4794,4836,4815,4522,4702,4522,4815
GENE.2507,chr9,646951,649116,-,2166,6986,6987,6996,7008,7092,6240,6779,6240,7092
GENE.2508,chr9,650585,654841,-,4257,0,0,2,0,15,1,0,1,15
GENE.2509,chr9,657418,659412,+,1995,4818,4818,4821,5062,4899,4103,4625,4103,4899
GENE.251,chr1;chr1,598465;598636,598533;599472,+;+,906,2832,2832,2832,2844,2856,2349,2693,2349,2856
GENE.2510,chr9,660176,660892,+,717,0,0,1,0,2,0,0,0,2
GENE.2511,chr9;chr9,661481;662227,661950;662326,-;-,570,0,0,0,0,0,0,0,0,0
GENE.2512,chr9,663918,664571,+,654,302,302,302,302,340,236,297,236,340
GENE.2513,chr9,665978,666478,+,501,532,532,532,548,551,500,521,500,551
GENE.2514,chr9;chr9;chr9;chr9,667255;667425;667598;667876,667314;667494;667757;671725,-;-;-;-,4140,12918,12918,12927,12982,13067,11330,12025,11330,13067
GENE.2515,chr9;chr9;chr9;chr9;chr9,674068;674347;674591;674839;675089,674200;674402;674731;674982;675157,+;+;+;+;+,543,363,363,363,375,368,345,346,345,368
GENE.2516,chr9;chr9,675922;676372,676095;679632,+;+,3435,0,0,1,0,15,0,17,0,15
GENE.2517,chr9;chr9;chr9;chr9;chr9;chr9;chr9,680231;680464;680724;680956;681452;681680;681886,680373;680591;680813;681152;681562;681790;681984,-;-;-;-;-;-;-,879,1136,1135,1136,1151,1138,989,1049,989,1138
GENE.2518,chr9,683562,691121,+,7560,0,0,18,0,31,0,316,0,31
GENE.2519,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,691568;691764;692004;692248;692450;692729;692918;693159;693522,691650;691875;692106;692341;692579;692796;693023;693304;693570,-;-;-;-;-;-;-;-;-,891,433,433,433,438,440,371,396,371,440
GENE.252,chr1;chr1,600692;601258,601255;601992,+;+,1299,1070,1456,1507,2240,1685,1781,824,1781,1685
GENE.2520,chr9,694605,695264,-,660,1880,1880,1880,1884,1886,1746,1774,1746,1886
GENE.2521,chr9,696863,698029,-,1167,0,0,2,0,2,0,0,0,2
GENE.2522,chr9,703368,703517,+,150,0,0,0,0,0,0,0,0,0
GENE.2523,chr9,705357,706355,+,999,258,258,258,258,275,221,236,221,275
GENE.2524,chr9,706592,712072,-,5481,7910,7910,7914,7992,7983,7055,7556,7055,7983
GENE.2525,chr9,713216,715489,-,2274,676,676,677,676,681,632,648,632,681
GENE.2526,chr9;chr9,716325;717067,716859;717506,+;+,975,353,353,354,353,368,338,339,338,368
GENE.2527,chr9,718521,719540,+,1020,0,0,0,0,5,0,0,0,5
GENE.2528,chr9,720990,724865,+,3876,3340,3340,3340,3414,3432,2831,3157,2831,3432
GENE.2529,chr9,726703,728748,+,2046,5866,5866,5867,5872,5891,5156,5532,5156,5891
GENE.253,chr1;chr1,604162;604446,604215;605531,+;+,1140,5105,5161,5103,5169,5375,2943,4181,2943,5371
GENE.2530,chr9,729674,732136,-,2463,0,0,1,0,6,0,0,0,6
GENE.2531,chr9,732951,734027,+,1077,0,0,0,0,3,0,0,0,3
GENE.2532,chr9,734629,735942,+,1314,0,0,1,0,2,0,0,0,2
GENE.2533,chr9;chr9,737985;738394,738060;740276,+;+,1959,9396,9396,9396,9414,9750,8438,9091,8438,9750
GENE.2534,chr9,742494,743684,-,1191,0,0,0,0,6,0,0,0,6
GENE.2535,chr9;chr9;chr9;chr9;chr9;chr9,747173;747355;747526;747786;748084;748474,747181;747439;747611;747876;748188;748490,+;+;+;+;+;+,393,0,0,0,0,3,0,0,0,3
GENE.2536,chr9;chr9;chr9;chr9;chr9,748678;749227;749800;750010;750163,748978;749597;749916;750074;750262,-;-;-;-;-,954,124,124,124,134,136,117,119,117,136
GENE.2537,chr9;chr9,751358;752165,752062;752422,-;-,963,450,450,450,452,484,327,421,327,484
GENE.2538,chr9;chr9;chr9;chr9;chr9,754297;756528;757189;757448;759817,756269;757104;757287;759508;760269,+;+;+;+;+,5163,0,0,8,0,16,0,172,0,16
GENE.2539,chr9,761211,763358,+,2148,508,489,508,530,520,449,479,449,520
GENE.254,chr1;chr1,607390;609587,608694;614893,-;-,6612,0,200,199,320,224,256,16,256,224
GENE.2540,chr9,764848,767034,+,2187,5940,5940,5940,5948,5955,5710,6091,5710,5955
GENE.2541,chr9;chr9;chr9;chr9,769452;771560;771846;772042,771412;771668;771925;772105,+;+;+;+,2214,0,0,4,0,8,0,89,0,8
GENE.2542,chr9,772646,774379,-,1734,2274,2274,2276,2294,2295,1891,2000,1891,2295
GENE.2543,chr9,777558,780749,+,3192,0,0,0,0,27,0,0,0,27
GENE.2544,chr9;chr9;chr9,781368;782254;782623,782071;782306;782675,-;-;-,810,968,968,968,970,979,843,888,843,979
GENE.2545,chr9;chr9;chr9;chr9;chr9,786156;786802;787057;787306;787583,786246;786956;787174;787424;788212,+;+;+;+;+,1113,429,429,429,433,438,394,422,394,438
GENE.2546,chr9;chr9,789514;790412,790199;790478,-;-,753,427,427,427,429,433,406,410,406,433
GENE.2547,chr9;chr9;chr9,793217;793496;793805,793331;793641;794167,+;+;+,624,1679,1679,1679,1719,1689,1475,1582,1475,1689
GENE.2548,chr9;chr9;chr9,795539;796652;797364,796465;797165;797470,+;+;+,1548,3581,3581,3581,3648,3774,2871,3440,2871,3774
GENE.2549,chr9,798498,799928,+,1431,5062,5062,5062,5072,5132,4447,4641,4447,5132
GENE.255,chr2;chr2,25232;29837,29035;31168,+;+,5136,0,77,54,480,105,99,27,99,105
GENE.2550,chr9,800703,802136,+,1434,628,628,629,634,635,558,585,558,635
GENE.2551,chr9,803029,803757,+,729,1630,1630,1630,1632,1631,1502,1523,1502,1631
GENE.2552,chr9;chr9,804417;807816,807548;807920,-;-,3237,0,0,2,0,6,0,134,0,6
GENE.2553,chr9,809659,819804,-,10146,11312,11348,11816,13982,13335,12051,10676,12051,13335
GENE.2554,chr9,822665,824593,+,1929,4614,4614,4614,4636,4647,3926,4430,3917,4647
GENE.2555,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,825336;825551;825751;825894;826080;826300;826547;826695;827017,825413;825611;825800;825947;826187;826396;826611;826807;827140,-;-;-;-;-;-;-;-;-,750,296,295,296,307,303,289,286,289,303
GENE.2556,chr9,827730,830681,-,2952,5782,5782,5783,5846,5828,5138,5466,5138,5828
GENE.2557,chr9;chr9;chr9;chr9,831669;832137;832383;832595,831987;832253;832456;832648,+;+;+;+,564,177,177,177,179,178,150,151,150,178
GENE.2558,chr9,833754,839312,+,5559,0,0,3,0,11,0,33,0,11
GENE.2559,chr9;chr9;chr9;chr9;chr9,841536;841836;842000;842270;842544,841698;841912;842075;842417;842655,+;+;+;+;+,576,498,498,498,518,517,410,470,410,517
GENE.256,chr2;chr2,33030;34191,33965;34259,-;-,1005,1068,1069,1068,1068,1073,986,1003,986,1073
GENE.2560,chr9,843541,847605,+,4065,0,0,0,0,11,1,1,1,11
GENE.2561,chr9,849515,851296,+,1782,0,1,0,0,7,2,285,1,7
GENE.2562,chr9,852525,854057,-,1533,1672,1672,1672,1672,1711,1516,1638,1516,1711
GENE.2563,chr9;chr9,855516;856590,856261;857286,+;+,1443,2451,2451,2453,2461,2506,2178,2346,2178,2506
GENE.2564,chr9;chr9;chr9;chr9;chr9;chr9,857587;857819;858053;858212;858512;858787,857652;857955;858097;858304;858619;858829,-;-;-;-;-;-,492,1478,1478,1478,1562,1513,1222,1227,1222,1513
GENE.2565,chr9;chr9;chr9;chr9;chr9,857587;857819;858212;858512;858787,857652;857955;858304;858619;858829,-;-;-;-;-,447,1471,1471,1471,1554,1505,1216,1221,1216,1505
GENE.2566,chr9;chr9;chr9;chr9;chr9,861392;861927;862097;862534;862748,861743;862001;862269;862574;862784,+;+;+;+;+,678,0,0,0,0,2,0,0,0,2
GENE.2567,chr9;chr9;chr9;chr9;chr9;chr9,862781;863185;863456;863784;863957;866909,863072;863302;863628;863856;866626;870491,-;-;-;-;-;-,6909,5361,5361,5361,5416,5534,4580,5072,4580,5534
GENE.2568,chr9;chr9,871826;872223,872058;873450,+;+,1461,5498,5498,5499,5536,5780,4978,5350,4978,5780
GENE.2569,chr9;chr9,873971;874399,874155;874957,-;-,744,549,549,549,551,551,518,526,518,551
GENE.257,chr2,35927,37249,-,1323,2480,2580,2584,3186,2611,2552,2249,2516,2611
GENE.2570,chr9,875602,876867,+,1266,1428,1428,1428,1440,1522,1245,1368,1245,1522
GENE.2571,chr9;chr9,878004;882549,882387;883117,+;+,4953,0,0,1,0,6,0,3,0,6
GENE.2572,chr9;chr9;chr9,883515;883964;884219,883725;884088;885592,-;-;-,1710,2058,2058,2058,2102,2129,1675,2052,1675,2129
GENE.2573,chr9;chr9;chr9,886065;886360;886569,886151;886438;887389,-;-;-,987,0,0,1,0,2,0,0,0,2
GENE.2574,chr9,888559,889305,+,747,406,406,406,408,410,330,341,330,410
GENE.2575,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,890057;890278;890529;890737;890923;891070;891263;892938,890176;890417;890629;890812;890975;891140;892834;893267,+;+;+;+;+;+;+;+,2463,12020,12020,12020,12152,12342,10150,11004,10150,12342
GENE.2576,chr9;chr9;chr9,895415;899832;899996,899659;899906;900304,+;+;+,4629,0,0,17,0,16,0,102,0,16
GENE.2577,chr9,903362,904570,+,1209,0,0,0,0,11,0,0,0,11
GENE.2578,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,905998;906386;906533;906630;906800;906983;907106;907276;907557;907895;908064;908299,906137;906435;906536;906676;906888;907017;907151;907432;907714;907945;908175;908357,+;+;+;+;+;+;+;+;+;+;+;+,948,1379,1380,1379,1417,1394,1330,1357,1330,1394
GENE.2579,chr9;chr9;chr9;chr9,908724;911542;911828;912013,911401;911653;911928;912061,+;+;+;+,2940,2729,2729,2729,2749,2849,2408,2667,2408,2849
GENE.258,chr2;chr2,38287;39235,39132;39303,-;-,915,3370,3370,3370,3384,3387,2744,2916,2588,3386
GENE.2580,chr9,913230,914480,+,1251,44,44,44,44,53,42,42,42,53
GENE.2581,chr9;chr9;chr9,916603;916915;918576,916606;918443;918674,+;+;+,1632,1889,1889,1889,1893,1926,1653,1833,1653,1926
GENE.2582,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,919109;919281;919482;919690;919914;920380;920537;920791;921012;921254,919184;919336;919581;919770;920210;920466;920624;920863;921136;921302,-;-;-;-;-;-;-;-;-;-,1032,187,187,187,192,204,173,176,173,204
GENE.2583,chr9;chr9;chr9,922292;935039;935271,934873;935122;935372,-;-;-,12768,25750,25720,25786,27592,26632,22564,23632,22564,26632
GENE.2584,chr9;chr9;chr9;chr9;chr9,936868;937100;937351;937953;938256,936957;937150;937833;938144;938345,-;-;-;-;-,906,601,601,605,609,620,541,567,541,620
GENE.2585,chr9,939580,940587,-,1008,0,1,1,0,9,1,0,1,9
GENE.2586,chr9,941830,942498,-,669,588,588,588,596,590,517,553,517,590
GENE.2587,chr9,944126,946468,+,2343,2766,2766,2766,2770,2811,2575,2691,2575,2811
GENE.2588,chr9,947033,949498,+,2466,250,250,250,250,259,221,236,221,259
GENE.2589,chr9,950408,953722,+,3315,0,0,4,0,24,1,128,1,24
GENE.259,chr2;chr2,41515;42805,42573;42858,-;-,1113,2996,2999,2991,3030,3156,2413,2815,2286,3156
GENE.2590,chr9;chr9,956605;957558,957400;957835,+;+,1074,2660,2648,2618,2776,2719,2474,1987,2006,2655
GENE.2591,chr9,958763,959917,+,1155,2514,2512,2514,2634,2771,1760,2302,1760,2771
GENE.2592,chr9;chr9;chr9;chr9,960181;960665;960910;961184,960507;960817;961065;961390,-;-;-;-,843,0,0,0,0,6,0,0,0,6
GENE.2593,chr9,961933,963786,-,1854,7514,7514,7514,7784,7743,6429,7247,6429,7743
GENE.2594,chr9,961933,963558,-,1626,7491,7491,7491,7761,7720,6406,7224,6406,7720
GENE.2595,chr9;chr9;chr9;chr9;chr9;chr9,966795;967032;967260;967476;967680;967944,966879;967129;967347;967582;967784;968069,-;-;-;-;-;-,609,1050,1050,1050,1073,1163,965,991,965,1163
GENE.2596,chr9;chr9,972548;976440,976228;976637,+;+,3879,6766,6766,6768,6884,6791,5990,6514,5990,6791
GENE.2597,chr9,977869,979965,-,2097,1552,1552,1552,1562,1579,1454,1507,1454,1579
GENE.2598,chr9,981152,984334,+,3183,0,0,2,0,12,0,4,0,12
GENE.2599,chr9,984815,986017,-,1203,1340,1340,1340,1346,1580,859,1178,859,1580
GENE.26,chrM,4996,5025,-,30,0,0,0,0,0,0,0,0,0
GENE.260,chr2;chr2,45286;46490,46344;46558,-;-,1128,0,1,3,0,3,81,4,2,3
GENE.2600,chr9;chr9,988977;989392,989190;992915,+;+,3738,8523,8543,8657,10135,9298,7824,8408,7638,9275
GENE.2601,chr9;chr9;chr9;chr9,993245;993379;994087;996114,993270;993831;995942;997675,-;-;-;-,3897,29122,29222,29877,36008,33637,26263,27598,26263,33637
GENE.2602,chr9;chr9,999463;1001613,1001478;1005845,+;+,6249,0,0,4,0,53,0,51,0,53
GENE.2603,chr9,1006773,1008542,+,1770,4556,4556,4559,4884,4619,4128,4446,4128,4619
GENE.2604,chr9;chr9;chr9;chr9;chr9,1009063;1009201;1009330;1009509;1009681,1009066;1009239;1009400;1009574;1009755,+;+;+;+;+,255,0,0,0,0,2,0,0,0,2
GENE.2605,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1010380;1010565;1010743;1010924;1011097;1011262;1011402;1011555;1011745,1010461;1010614;1010808;1010962;1011166;1011305;1011454;1011627;1011822,+;+;+;+;+;+;+;+;+,555,364,364,364,378,442,309,350,309,442
GENE.2606,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1012118;1012402;1012658;1012861;1013019;1013161;1013353;1013613;1013805,1012192;1012527;1012709;1012913;1013072;1013214;1013434;1013720;1013863,+;+;+;+;+;+;+;+;+,663,1154,1155,1154,1218,1168,1028,1043,1028,1168
GENE.2607,chr9,1014478,1015518,-,1041,1056,1057,1063,1064,1087,930,1053,930,1087
GENE.2608,chr9;chr9;chr9,1017435;1018569;1018784,1018444;1018665;1018918,+;+;+,1242,156,156,157,158,163,134,145,134,163
GENE.2609,chr9,1019164,1020903,-,1740,4502,4502,4502,4516,4517,4096,4333,4096,4517
GENE.261,chr2;chr2,48923;50094,49861;50147,-;-,993,5806,5811,5811,5825,5849,5459,5528,5459,5849
GENE.2610,chr9;chr9,1021858;1022954,1022591;1023620,-;-,1401,947,949,947,955,997,857,907,855,997
GENE.2611,chr9;chr9;chr9;chr9;chr9,1025493;1025762;1025949;1026112;1026301,1025570;1025869;1026015;1026192;1026353,+;+;+;+;+,387,0,0,0,0,2,0,0,0,2
GENE.2612,chr9;chr9,1027094;1027362,1027137;1027704,+;+,387,0,0,0,0,1,0,0,0,1
GENE.2613,chr9,1028661,1030010,-,1350,0,0,0,0,7,0,12,0,7
GENE.2614,chr9,1033315,1038579,+,5265,24662,24671,25092,26674,26501,22999,23710,22999,26500
GENE.2615,chr9;chr9,1040713;1040956,1040805;1041516,+;+,654,0,0,0,0,0,1,0,1,0
GENE.2616,chr9;chr9;chr9;chr9,1043542;1043795;1044005;1044241,1043649;1043898;1044072;1047794,+;+;+;+,3834,12254,12254,12254,12344,12313,11461,11868,11461,12313
GENE.2617,chr9,1048280,1057816,-,9537,0,0,7,26,26,0,100,0,26
GENE.2618,chr9,1063053,1063208,+,156,0,0,0,0,1,0,0,0,1
GENE.2619,chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9,1064752;1065209;1065473;1065915;1066648;1067816;1068077;1068494;1068799;1069012;1069198;1069356;1069571;1069956;1070212,1065075;1065379;1065746;1066458;1067674;1067915;1068230;1068682;1068878;1069098;1069270;1069440;1069816;1070035;1070317,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3540,23015,23015,23045,25802,23365,21575,22105,21565,23365
GENE.262,chr2;chr2;chr2,51842;52240;52490,52143;52370;53124,-;-;-,1068,79,1122,1542,2370,1867,1925,81,1871,1867
GENE.2620,chr9;chr9,1070965;1072883,1072481;1072955,-;-,1590,5688,5687,5688,5706,5713,4754,5276,4754,5713
GENE.2621,chr9,1075915,1081683,-,5769,56768,56768,56771,56876,57237,51138,53456,51094,57237
GENE.2622,chr9;chr9;chr9,1084696;1085500;1088937,1085383;1088791;1089093,+;+;+,4137,2292,2291,2296,2310,2322,2075,2193,2075,2322
GENE.2623,chr9,1089911,1092430,+,2520,1324,1324,1325,1326,1343,1220,1264,1220,1343
GENE.2624,chr9,1092844,1096521,-,3678,0,1,0,0,20,0,1,0,20
GENE.2625,chr9;chr9;chr9,1097324;1097626;1098058,1097512;1097931;1098240,-;-;-,678,0,0,0,0,0,1,0,1,0
GENE.2626,chr9;chr9,1099075;1099323,1099117;1099750,+;+,471,196,196,196,204,199,149,171,149,199
GENE.2627,chr9,1100253,1100831,-,579,280,280,280,282,282,215,262,215,282
GENE.2628,chr9;chr9;chr9;chr9;chr9,1107143;1107315;1107519;1107833;1108365,1107144;1107429;1107648;1108177;1112656,+;+;+;+;+,4884,0,1,6,0,34,1,243,1,33
GENE.2629,chr9,1113958,1116003,+,2046,4164,4164,4164,4174,4255,3279,3983,3279,4255
