Geneid,Chr,Start,End,Strand,Length,Ground Truth,DeepSAP,DRAGEN,novoSplice,STAR,HISAT2,Subjunc,HISAT2+EASTR,STAR+EASTR
GENE.242303,chr20;chr20;chr20;chr20;chr20,1577987;1579468;1583741;1584456;1585388,1578079;1579582;1583853;1584788;1585400,-;-;-;-;-,667,87,83,81,77,65,4,22,4,65
GENE.242308,chr20;chr20;chr20;chr20;chr20,1609794;1610868;1616834;1629698;1638288,1610282;1610952;1617151;1630054;1638424,-;-;-;-;-,1386,0,0,0,0,0,0,0,0,0
GENE.242318,chr20;chr20;chr20;chr20,1754004;1755157;1759165;1760308,1754188;1755311;1759494;1760433,-;-;-;-,796,61,61,61,55,47,3,16,3,47
GENE.242321,chr20;chr20;chr20;chr20,1784662;1791200;1791761;1798215,1784738;1791320;1791870;1798285,-;-;-;-,379,0,0,0,0,0,0,0,0,0
GENE.242333,chr20;chr20;chr20;chr20,1875620;1876085;1895745;1902041,1875801;1876172;1896101;1902139,+;+;+;+,726,0,0,1,0,0,0,5,0,0
GENE.242347,chr20;chr20;chr20,2188368;2193555;2205793,2188634;2193670;2205953,+;+;+,544,42,38,40,36,20,4,10,4,20
GENE.242348,chr20;chr20,2192144;2193555,2192762;2193793,+;+,858,57,53,55,59,38,10,29,10,38
GENE.24235,chr1;chr1;chr1;chr1;chr1,228270361;228284779;228285043;228285292;228285553,228270551;228284963;228285153;228285416;228286913,+;+;+;+;+,1973,0,0,0,0,1,0,0,0,1
GENE.242350,chr20;chr20;chr20,2285955;2290303;2290824,2286111;2290476;2291063,+;+;+,571,44,45,44,38,29,0,5,0,29
GENE.242354,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,2361554;2375098;2375840;2377152;2378564;2380207;2380952;2384043;2384227;2397878;2411092;2413136,2361621;2375271;2376082;2377270;2378692;2380384;2381090;2384146;2384469;2398219;2411246;2413399,+;+;+;+;+;+;+;+;+;+;+;+,2158,0,0,0,0,0,0,0,0,0
GENE.242362,chr20;chr20;chr20;chr20;chr20;chr20,2443326;2443735;2444393;2445389;2446354;2448253,2443407;2443873;2444545;2445519;2446465;2448280,-;-;-;-;-;-,645,97,97,94,91,48,2,19,2,48
GENE.242364,chr20;chr20;chr20;chr20;chr20,2445430;2446354;2447838;2448253;2451334,2445519;2446465;2447961;2448404;2451432,-;-;-;-;-,577,52,53,51,53,28,2,13,2,28
GENE.242396,chr20;chr20,2633279;2633488,2633309;2634000,+;+,544,79,75,72,78,51,4,20,4,51
GENE.242403,chr20;chr20,2633707;2633925,2633819;2634373,+;+,562,87,86,83,99,65,5,25,5,65
GENE.242407,chr20;chr20;chr20;chr20;chr20,2636796;2637047;2637420;2637731;2638575,2636860;2637195;2637541;2637864;2638838,+;+;+;+;+,734,108,109,98,106,66,7,16,7,66
GENE.242417,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,2639043;2640171;2640345;2640676;2640909;2641103;2641343;2641555;2644092;2644306;2644571;2644799,2639958;2640231;2640439;2640822;2641011;2641236;2641475;2641615;2644212;2644404;2644651;2644862,-;-;-;-;-;-;-;-;-;-;-;-,2015,324,323,318,308,206,15,110,15,206
GENE.242423,chr20;chr20;chr20;chr20,2644117;2644306;2644615;2644799,2644212;2644398;2644651;2644850,-;-;-;-,278,56,56,56,62,40,8,22,8,40
GENE.242438,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,2774716;2775183;2775923;2776245;2776628;2776893;2777173;2777652;2777838;2778614;2778798;2779074;2779372;2781047,2775077;2775285;2776062;2776542;2776807;2777089;2777296;2777740;2777988;2778704;2778937;2779183;2779539;2781286,-;-;-;-;-;-;-;-;-;-;-;-;-;-,2393,234,234,230,212,176,22,67,22,176
GENE.242444,chr20;chr20;chr20;chr20;chr20,2778586;2778798;2779074;2779372;2821512,2778704;2778937;2779183;2779539;2821780,-;-;-;-;-,806,83,82,81,78,59,8,25,8,59
GENE.242448,chr20;chr20;chr20;chr20,2795634;2795798;2796184;2797824,2795663;2796090;2796439;2798377,+;+;+;+,1133,0,0,0,0,0,0,0,0,0
GENE.242469,chr20;chr20,2819838;2820857,2819917;2821283,-;-,507,31,30,26,17,7,0,4,0,7
GENE.242483,chr20,2854417,2855041,-,625,32,32,32,30,16,0,2,0,16
GENE.242497,chr20,3017898,3018242,+,345,0,0,0,0,0,0,0,0,0
GENE.242503,chr20;chr20;chr20,3026715;3027019;3027260,3026926;3027165;3027995,+;+;+,1095,24,25,24,20,16,2,10,2,16
GENE.242505,chr20,3027192,3027765,+,574,14,14,14,12,9,1,7,1,9
GENE.242506,chr20,3028094,3028895,+,802,0,0,0,0,0,0,0,0,0
GENE.242509,chr20;chr20;chr20;chr20;chr20;chr20;chr20,3087558;3090121;3090924;3091278;3092290;3116649;3131184,3088217;3090396;3091099;3091363;3092398;3116804;3131513,+;+;+;+;+;+;+,1793,0,0,0,0,0,0,0,0,0
GENE.242519,chr20;chr20;chr20,3129512;3136719;3140412,3129906;3136772;3140534,-;-;-,572,0,0,0,0,0,0,0,0,0
GENE.24254,chr1,228283141,228284045,+,905,114,113,110,100,72,7,31,7,72
GENE.242541,chr20;chr20;chr20;chr20;chr20;chr20,3190170;3194631;3195927;3199163;3202487;3204012,3190263;3194704;3195958;3199278;3202563;3204507,+;+;+;+;+;+,889,156,154,147,126,83,11,39,11,83
GENE.242542,chr20;chr20;chr20;chr20;chr20,3190185;3195927;3199163;3202487;3204012,3190263;3195958;3199278;3202563;3204497,+;+;+;+;+,790,144,143,137,118,78,9,33,9,78
GENE.242546,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,3207624;3208905;3209158;3209484;3209741;3209992;3210170;3210833;3211161;3211378;3211579;3211795;3211976;3214160;3214567;3214729;3215214;3215388;3218190;3219741,3208502;3209074;3209353;3209657;3209909;3210098;3210422;3210906;3211293;3211491;3211704;3211888;3212194;3214283;3214648;3214960;3215263;3215540;3218234;3219887,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3541,3358,3341,3316,3246,2450,247,1064,247,2450
GENE.242550,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,3208144;3208905;3209158;3209484;3209741;3209992;3210170;3210833;3211161;3211378;3211579;3211795;3211976;3214160;3214567;3214729;3215214;3215388;3218190;3219626,3208502;3209074;3209353;3209657;3209909;3210098;3210352;3210906;3211293;3211491;3211704;3211888;3212194;3214283;3214648;3214960;3215263;3215540;3218234;3219835,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3014,3335,3317,3293,3227,2438,247,1057,247,2438
GENE.242563,chr20,3328182,3328660,-,479,12,16,12,12,0,0,0,0,0
GENE.242570,chr20;chr20,3593692;3596475,3593880;3596691,+;+,406,0,8,1,0,0,0,0,0,0
GENE.242583,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,3648621;3649946;3650193;3651653;3651884;3652066;3652228;3652524;3652781;3653184;3653368;3654711;3654866;3657714;3660139;3662555,3649644;3650017;3650284;3651800;3651992;3652143;3652334;3652632;3652976;3653273;3654558;3654782;3655752;3657790;3660218;3663336,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5114,1354,1331,1282,1181,713,62,305,62,713
GENE.242605,chr20;chr20;chr20;chr20,3655456;3657714;3660139;3661853,3655752;3657790;3660218;3661974,-;-;-;-,576,174,171,169,194,126,20,84,20,126
GENE.242616,chr20;chr20;chr20;chr20,3734138;3736116;3739183;3748310,3735166;3736254;3740833;3748390,-;-;-;-,2900,0,1,0,0,0,0,0,0,0
GENE.242634,chr20;chr20,3764500;3765101,3764887;3765776,-;-,1064,0,0,0,0,0,0,0,0,0
GENE.242638,chr20;chr20;chr20;chr20;chr20;chr20,3767599;3778269;3779059;3780935;3781109;3781618,3767786;3778396;3779110;3780976;3781145;3781686,+;+;+;+;+;+,516,263,258,253,256,156,14,65,14,156
GENE.242639,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,3767601;3778311;3779059;3780935;3781109;3781390;3781618;3781901;3782369;3782571;3782928;3783557;3783755;3784051;3785216;3785468,3767786;3778396;3779110;3780976;3781145;3781512;3781740;3782035;3782449;3782747;3783023;3783619;3783853;3784184;3785327;3785724,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1803,723,719,696,699,436,22,146,22,436
GENE.242640,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,3767614;3778269;3779059;3780935;3781109;3781390;3781618;3781901;3782571;3782928;3783557;3783755;3784051;3785216;3785468,3767786;3778396;3779110;3780976;3781145;3781512;3781740;3782035;3782747;3783023;3783619;3783853;3784184;3785327;3785729,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1756,729,725,700,704,436,23,149,23,436
GENE.242646,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,3776425;3778269;3779059;3780935;3781109;3781390;3781618;3781901,3776526;3778287;3779110;3780976;3781145;3781512;3781740;3781987,+;+;+;+;+;+;+;+,585,311,304,297,313,178,18,71,18,178
GENE.242659,chr20;chr20;chr20;chr20,3788995;3790544;3792177;3792834,3789249;3790661;3792388;3793065,+;+;+;+,817,0,0,0,0,0,0,0,0,0
GENE.242669,chr20;chr20,3826789;3835205,3827322;3835368,+;+,698,21,21,21,26,20,1,10,1,20
GENE.24267,chr1;chr1;chr1;chr1;chr1;chr1,228294381;228295369;228295936;228296138;228296656;228296962,228294619;228295570;228296019;228296175;228296722;228297013,-;-;-;-;-;-,682,166,165,163,168,108,7,52,7,108
GENE.242671,chr20;chr20;chr20;chr20;chr20;chr20,3827482;3835205;3838282;3842901;3844903;3846330,3827550;3835388;3838456;3843060;3845435;3846794,+;+;+;+;+;+,1586,134,135,134,135,114,8,47,8,114
GENE.242674,chr20;chr20;chr20,3827526;3835205;3838282,3827550;3835388;3838615,+;+;+,543,53,54,52,60,48,2,18,2,48
GENE.24268,chr1;chr1;chr1;chr1,228294381;228295369;228295936;228296962,228294619;228295570;228296019;228297013,-;-;-;-,577,147,147,145,153,100,6,47,6,100
GENE.242695,chr20;chr20;chr20;chr20,3889337;3891224;3893105;3897574,3889552;3891477;3893281;3897643,+;+;+;+,717,16,16,16,14,14,1,6,1,14
GENE.242718,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,4129475;4155677;4158067;4162450;4162736;4163130;4164141;4167917,4129624;4155910;4158224;4162623;4162970;4163495;4164301;4168368,+;+;+;+;+;+;+;+,1930,349,345,337,357,245,26,97,26,245
GENE.242731,chr20;chr20;chr20,4163234;4164141;4167926,4163495;4164229;4168373,+;+;+,799,175,171,166,175,107,7,37,7,107
GENE.242736,chr20;chr20,4200907;4228494,4202777;4229662,-;-,3040,204,205,196,188,148,7,51,7,148
GENE.242745,chr20;chr20,4664782;4679857,4664933;4680370,+;+,666,110,108,106,108,60,3,29,3,60
GENE.24276,chr1;chr1;chr1;chr1,228294388;228295369;228295946;228296138,228294619;228295570;228296019;228296540,-;-;-;-,911,172,172,170,177,116,9,59,9,116
GENE.242769,chr20,4786718,4787142,+,425,2,2,2,2,2,1,1,1,2
GENE.242779,chr20,4874760,4875215,-,456,34,36,34,32,27,4,15,4,26
GENE.242785,chr20;chr20;chr20;chr20;chr20;chr20,5048878;5049833;5086834;5089978;5091703;5093389,5048905;5049995;5086956;5090091;5091820;5093435,-;-;-;-;-;-,593,218,214,212,223,161,16,46,16,161
GENE.242786,chr20;chr20;chr20;chr20,5049027;5086834;5089978;5093607,5049995;5086956;5090091;5093732,-;-;-;-,1332,242,240,231,242,169,17,52,17,169
GENE.242791,chr20;chr20;chr20;chr20,5080485;5086834;5089978;5093376,5081577;5086956;5090091;5093732,-;-;-;-,1687,495,484,489,487,327,25,109,25,327
GENE.242802,chr20;chr20;chr20;chr20,5081168;5086834;5089978;5093389,5081577;5086868;5090091;5093511,-;-;-;-,682,392,385,384,408,293,23,95,23,293
GENE.242805,chr20;chr20;chr20,5081305;5086834;5093389,5081577;5086956;5093673,-;-;-,681,362,356,348,370,259,19,82,19,259
GENE.242827,chr20;chr20;chr20,5169345;5169683;5170266,5169393;5169819;5170506,-;-;-,427,96,97,92,98,74,5,21,5,74
GENE.242828,chr20;chr20;chr20,5169588;5170381;5170748,5169832;5170484;5171101,+;+;+,703,161,159,159,158,128,12,42,12,128
GENE.242837,chr20,5206261,5206823,+,563,0,28,0,0,1,0,0,0,1
GENE.242839,chr20;chr20;chr20,5281687;5294558;5297140,5283382;5295147;5297161,-;-;-,2308,209,210,209,212,165,17,62,17,165
GENE.24285,chr1;chr1;chr1;chr1;chr1,228294506;228295369;228295936;228296656;228296850,228294619;228295570;228296022;228296722;228296954,-;-;-;-;-,575,157,157,154,157,103,6,48,6,103
GENE.242852,chr20;chr20;chr20,5466634;5469588;5484944,5466910;5469688;5485147,-;-;-,582,2,2,2,2,2,2,2,2,2
GENE.242859,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,5525013;5538591;5539330;5540586;5542111;5545663;5547379;5548129;5550793;5554561;5556059;5556462;5559026;5560654;5564927,5528496;5538751;5539465;5540722;5542176;5545724;5547418;5548206;5550885;5554615;5556191;5556624;5559257;5560777;5568828,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,8866,1828,1818,1779,1629,1087,83,459,83,1085
GENE.242869,chr20;chr20;chr20;chr20,5543647;5546994;5550793;5554561,5544191;5548206;5550885;5554772,-;-;-;-,2063,411,407,399,408,248,27,112,27,248
GENE.242870,chr20;chr20,5547099;5548129,5547418;5548928,-;-,1120,289,283,276,283,157,19,71,19,157
GENE.24288,chr1;chr1;chr1;chr1,228295383;228295936;228296142;228296850,228295570;228296019;228296175;228296859,-;-;-;-,316,138,138,135,132,88,7,42,7,88
GENE.242888,chr20;chr20;chr20;chr20;chr20;chr20;chr20,5921720;5921889;5924205;5924594;5924808;5927052;5930924,5921785;5923432;5924329;5924677;5924899;5927179;5931163,-;-;-;-;-;-;-,2279,24,24,23,27,21,6,8,6,21
GENE.242889,chr20;chr20;chr20;chr20;chr20;chr20;chr20,5923299;5924205;5924473;5924808;5925451;5927052;5930924,5923432;5924329;5924677;5924899;5925560;5927179;5931181,-;-;-;-;-;-;-,1052,25,25,25,29,25,6,9,6,25
GENE.242904,chr20;chr20;chr20;chr20;chr20,5971589;5974440;5981167;5981922;5986419,5972114;5974570;5981321;5982043;5986467,-;-;-;-;-,983,126,127,121,122,73,6,28,6,73
GENE.242909,chr20;chr20;chr20;chr20;chr20;chr20;chr20,5986601;5990421;5996007;6011931;6012658;6015110;6017720,5986757;5990558;5996136;6012016;6012726;6015201;6017820,+;+;+;+;+;+;+,773,462,464,457,473,337,23,140,23,337
GENE.242913,chr20;chr20;chr20;chr20;chr20;chr20,5986879;5990421;6011931;6012658;6015110;6017720,5987198;5990558;6012016;6012726;6015201;6018037,+;+;+;+;+;+,1023,647,644,634,664,493,56,222,56,493
GENE.242922,chr20;chr20;chr20;chr20,6008917;6011931;6012658;6015110,6009371;6012016;6012726;6015201,+;+;+;+,702,288,284,282,293,183,14,77,14,183
GENE.242928,chr20;chr20;chr20,6030851;6032791;6034476,6031629;6033450;6034658,-;-;-,1622,0,0,0,0,0,0,0,0,0
GENE.242934,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,6055493;6060083;6064687;6065713;6068424;6069612;6075586;6077549;6078171;6088179;6090945;6093124;6096458;6100051;6103421,6057993;6060224;6064811;6065934;6068530;6069736;6075635;6077680;6078278;6088281;6091158;6093270;6096691;6100219;6104192,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5151,331,329,327,293,237,25,81,25,237
GENE.242960,chr20;chr20;chr20;chr20,7999870;8003204;8003984;8008308,7999950;8003414;8004099;8008372,+;+;+;+,473,67,67,65,64,41,8,28,8,41
GENE.242969,chr20,8269872,8271695,+,1824,216,216,214,192,156,9,48,9,156
GENE.242973,chr20;chr20,8474067;8474688,8474533;8474831,+;+,611,14,15,15,38,30,2,7,2,20
GENE.242975,chr20;chr20,8571167;8581633,8571440;8581748,-;-,390,47,46,40,41,20,0,20,0,20
GENE.242976,chr20;chr20;chr20,8571167;8575153;8581677,8571440;8575320;8581748,-;-;-,514,65,66,62,63,48,7,33,7,48
GENE.242984,chr20;chr20;chr20,8770193;8770822;8773234,8770222;8770908;8773437,+;+;+,321,56,55,54,50,24,1,15,1,24
GENE.242992,chr20;chr20;chr20;chr20;chr20,9343561;9346108;9351861;9352950;9360701,9343622;9346161;9351942;9353050;9361022,+;+;+;+;+,621,0,0,0,0,0,0,0,0,0
GENE.242996,chr20;chr20;chr20;chr20;chr20;chr20;chr20,9364996;9368110;9370526;9371178;9374235;9376170;9382137,9365058;9368203;9370605;9371262;9374325;9376265;9382617,+;+;+;+;+;+;+,990,0,0,0,0,0,0,0,0,0
GENE.243,chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1,43996547;44003869;44010702;44019163;44019471;44035261;44044481;44054402;44056643;44057483;44058128;44063419;44064391;44069087;44069282;44070574;44070861;44071200;44071911;44072485;44075054;44079289;44083116;44083407;44084301;44084719;44084959;44085351;44085766;44086125;44086509;44086768;44087606,43996761;44003948;44010837;44019308;44019612;44035449;44044591;44054671;44057224;44057619;44058272;44063724;44064584;44069204;44069860;44070671;44071114;44071293;44072129;44072639;44075169;44079386;44083239;44083582;44084420;44084873;44085244;44085529;44085892;44086250;44086663;44086903;44089343,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,7706,1994,1983,1965,2006,1486,141,618,141,1486
GENE.243004,chr20;chr20;chr20;chr20;chr20;chr20,9494879;9496100;9496647;9496903;9498687;9510289,9495563;9496272;9496778;9497008;9498875;9511171,+;+;+;+;+;+,2168,555,555,552,533,451,49,201,49,451
GENE.243016,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,10015672;10016227;10018906;10023770;10025042;10026222;10030038;10032311;10033760;10035110;10036150,10015981;10016290;10019295;10023969;10025191;10026345;10030860;10032537;10033923;10035247;10037405,+;+;+;+;+;+;+;+;+;+;+,3846,570,569,564,552,426,33,153,33,426
GENE.24304,chr1;chr1;chr1;chr1;chr1;chr1;chr1,228327975;228328825;228333212;228333727;228334543;228335107;228335316,228328064;228329530;228333325;228333768;228334639;228335245;228335400,+;+;+;+;+;+;+,1273,492,481,460,425,243,12,79,12,243
GENE.243048,chr20;chr20;chr20;chr20;chr20,10626370;10627587;10628608;10629197;10630170,10626732;10627751;10628758;10629755;10630236,-;-;-;-;-,1305,0,0,0,0,0,0,0,0,0
GENE.243087,chr20,11901227,11907257,+,6031,41,43,41,39,31,8,19,8,31
GENE.243105,chr20;chr20;chr20,12989616;12989849;13029593,12989720;12990032;13032671,+;+;+,3368,745,761,716,709,537,57,221,57,537
GENE.243129,chr20,13560017,13560687,-,671,54,53,51,48,38,4,9,4,38
GENE.243131,chr20;chr20;chr20;chr20;chr20;chr20,13567575;13581190;13591478;13604093;13605832;13610581,13568017;13581264;13591566;13604161;13605899;13610799,-;-;-;-;-;-,963,297,293,290,304,219,20,82,20,219
GENE.243135,chr20;chr20;chr20;chr20,13595314;13604093;13605832;13610581,13595524;13604161;13605899;13610658,-;-;-;-,426,178,174,167,176,109,6,54,6,109
GENE.243143,chr20;chr20,13763513;13766989,13763829;13767096,-;-,425,0,0,0,0,0,0,0,0,0
GENE.243152,chr20;chr20;chr20;chr20;chr20;chr20;chr20,13765708;13767958;13769235;13773826;13775484;13779107;13782154,13765936;13767998;13769298;13773873;13775587;13779146;13782351,+;+;+;+;+;+;+,724,111,108,107,108,46,6,52,6,46
GENE.243154,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,13767796;13769235;13773806;13775484;13779107;13782132;13789488;13793617,13767998;13769298;13773873;13775587;13779146;13782329;13789548;13793641,+;+;+;+;+;+;+;+,763,119,118,118,115,50,5,51,5,50
GENE.24317,chr1;chr1;chr1;chr1;chr1;chr1;chr1,228328030;228333212;228334543;228335107;228335316;228336072;228336366,228328064;228333768;228334639;228335245;228335400;228336157;228336644,+;+;+;+;+;+;+,1278,582,576,554,505,313,16,107,16,313
GENE.243176,chr20,14527727,14528199,-,473,22,22,19,18,12,0,7,0,12
GENE.243180,chr20,14821021,14821277,-,257,0,0,0,0,0,0,0,0,0
GENE.243192,chr20,15866460,15866937,-,478,0,1,0,0,0,0,0,0,0
GENE.243217,chr20;chr20;chr20,16730005;16730412;16731740,16730119;16730655;16733066,+;+;+,1686,0,0,0,0,0,0,0,0,0
GENE.243232,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,17474551;17477583;17479465;17489534;17492621;17495366;17505493;17539332,17475674;17477668;17479685;17489641;17492713;17495461;17505553;17539605,-;-;-;-;-;-;-;-,2063,995,992,985,927,702,65,239,65,702
GENE.243236,chr20,17497035,17497480,+,446,21,21,21,21,15,3,4,3,15
GENE.243246,chr20,17594325,17594945,-,621,18,18,17,14,8,1,5,1,8
GENE.243268,chr20;chr20,17714930;17715385,17715287;17715907,-;-,881,52,38,34,34,18,3,7,3,18
GENE.243271,chr20;chr20,17868007;17868615,17868448;17868804,-;-,632,0,0,0,0,0,0,0,0,0
GENE.24328,chr1;chr1;chr1;chr1,228331496;228335107;228335316;228336366,228334639;228335245;228335400;228336651,+;+;+;+,3654,1517,1507,1467,1419,939,62,359,62,939
GENE.243290,chr20;chr20;chr20;chr20;chr20;chr20,17930974;17932144;17933231;17936009;17937577;17941783,17931040;17932239;17933354;17936119;17937681;17941853,-;-;-;-;-;-,574,101,98,91,104,74,7,30,7,74
GENE.243294,chr20;chr20;chr20;chr20;chr20;chr20,17932174;17933231;17934640;17936009;17937577;17948237,17932239;17933354;17934761;17936119;17937681;17948285,-;-;-;-;-;-,577,94,92,87,101,73,7,26,7,73
GENE.243300,chr20,17938145,17938675,-,531,21,20,20,25,17,6,10,6,17
GENE.243321,chr20;chr20,18118494;18122852,18118695;18123813,+;+,1164,131,126,121,104,61,2,15,2,61
GENE.243325,chr20;chr20,18118850;18122852,18119043;18123190,+;+,533,94,91,90,72,52,6,22,6,52
GENE.243326,chr20;chr20,18118881;18122852,18119148;18123065,+;+,482,87,85,84,70,55,7,23,7,55
GENE.243328,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,18125744;18131465;18139728;18142464;18143021;18162354;18163767;18165246;18167930,18125995;18131586;18139909;18142883;18143589;18162490;18163942;18165436;18169031,+;+;+;+;+;+;+;+;+,3151,370,369,362,346,262,15,77,15,262
GENE.243335,chr20;chr20;chr20;chr20,18269121;18286312;18286942;18295716,18269248;18286451;18287037;18297638,+;+;+;+,2287,235,233,231,222,153,15,79,15,153
GENE.243337,chr20;chr20;chr20;chr20;chr20,18269164;18286312;18286942;18290813;18295713,18269248;18286451;18287037;18290950;18297569,+;+;+;+;+,2316,239,238,235,226,157,19,83,19,157
GENE.243344,chr20;chr20;chr20;chr20;chr20;chr20,18269173;18278629;18286325;18286942;18287350;18295713,18269248;18278706;18286451;18287037;18287391;18295750,+;+;+;+;+;+,457,98,98,96,98,60,7,43,7,60
GENE.243348,chr20;chr20;chr20;chr20,18269176;18286367;18286942;18295713,18269248;18286451;18287037;18296040,+;+;+;+,582,112,108,105,105,61,7,43,7,61
GENE.243365,chr20,18360086,18362232,-,2147,332,349,307,306,158,8,41,8,158
GENE.243368,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,18364024;18365660;18370345;18371023;18374355;18374898;18377116;18379167;18393290;18394992;18395971;18407711;18414296;18423991;18429628;18432498;18433259;18434375;18435891;18440797;18445894;18447506,18365208;18365734;18370472;18371103;18374455;18374994;18377190;18379270;18393479;18395156;18396093;18407803;18414409;18424108;18429713;18432606;18433326;18434471;18436005;18440950;18446021;18447638,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3539,1359,1351,1321,1218,800,49,315,49,800
GENE.243380,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,18447770;18449588;18453486;18454035;18455719;18460682;18461046;18462263;18464125,18448212;18449705;18453553;18454102;18455831;18460825;18461153;18462454;18465298,+;+;+;+;+;+;+;+;+,2428,364,359,353,330,240,33,105,33,240
GENE.243386,chr20;chr20;chr20;chr20;chr20;chr20;chr20,18448036;18449588;18453486;18453886;18454035;18455719;18460682,18448212;18449705;18453553;18453906;18454102;18455831;18460793,+;+;+;+;+;+;+,677,132,132,127,130,95,23,52,23,95
GENE.243394,chr20;chr20;chr20;chr20;chr20,18467184;18471039;18474602;18476482;18477713,18470634;18471124;18474707;18476524;18477894,-;-;-;-;-,3868,4,17,4,4,0,0,2,0,0
GENE.243399,chr20,18485241,18485773,-,533,24,24,24,24,16,0,5,0,16
GENE.2434,chr1;chr1;chr1;chr1;chr1;chr1,112939043;112954816;112958779;112991564;112997071;112998553,112939207;112954939;112958886;112991794;112997178;112998949,+;+;+;+;+;+,1133,160,156,155,132,78,4,33,4,78
GENE.243401,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,18488132;18491466;18492869;18496294;18505077;18505579;18506432;18507017;18508140;18511324;18513308;18516297;18522940;18523663;18526600;18529253;18531733;18534879;18535752;18541295,18488313;18491700;18492926;18496380;18505313;18505664;18506576;18507175;18508255;18511447;18513388;18516386;18523046;18523816;18526677;18529414;18531819;18535034;18535817;18542055,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3171,1343,1338,1321,1213,849,71,379,71,849
GENE.243406,chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20,18488223;18491466;18492869;18496294;18507099;18508140;18511324;18513308;18516297;18522940;18523663;18526600;18529253;18531733;18534879;18535752;18541295,18488313;18491700;18492926;18496323;18507175;18508255;18511447;18513388;18516386;18523046;18523816;18526677;18529414;18531819;18535034;18535817;18541626,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2044,1079,1072,1056,972,653,50,287,50,653
GENE.243428,chr20;chr20;chr20;chr20;chr20,18769308;18770218;18772386;18774309;18774812,18769481;18770353;18772777;18774447;18774934,-;-;-;-;-,964,21,20,19,28,16,2,4,2,16
GENE.243430,chr20,18774694,18776711,+,2018,166,163,163,160,120,12,43,12,120
GENE.243434,chr20,18794370,18795123,+,754,154,153,153,156,102,7,52,7,102
GENE.243439,chr20,19270023,19272480,+,2458,404,403,399,360,228,13,112,13,228
GENE.243448,chr20,19790363,19790886,+,524,14,15,12,14,6,0,1,0,6
GENE.243449,chr20,19804033,19804663,-,631,0,2,1,4,0,0,1,0,0
GENE.243456,chr20;chr20,19877124;19879467,19878281;19881116,+;+,2808,117,112,111,99,71,18,34,18,71
